Date,Open,High,Low,Close,Adj Close,Volume
2006-06-21,8.860000,8.976250,8.852500,8.937500,7.489950,2218400
2006-06-22,8.885000,8.885000,8.782500,8.842500,7.410338,1092800
2006-06-23,8.790000,8.922500,8.766250,8.841250,7.409287,356800
2006-06-26,8.843750,8.896250,8.813750,8.892500,7.452236,301600
2006-06-27,8.921250,8.921250,8.735000,8.735000,7.320244,917600
2006-06-28,8.761250,8.837500,8.712500,8.812500,7.385192,340800
2006-06-29,8.937500,9.186250,8.923750,9.186250,7.698409,534400
2006-06-30,9.251250,9.262500,9.181250,9.181250,7.694220,724800
2006-07-03,9.231250,9.306250,9.220000,9.306250,7.798976,227200
2006-07-05,9.206250,9.221250,9.111250,9.182500,7.695268,592000
2006-07-06,9.212500,9.276250,9.182500,9.211250,7.719363,932800
2006-07-07,9.143750,9.222500,9.060000,9.105000,7.630320,568800
2006-07-10,9.181250,9.216250,9.087500,9.121250,7.643937,576000
2006-07-11,9.081250,9.205000,9.008750,9.198750,7.708886,1540000
2006-07-12,9.188750,9.192500,8.980000,9.017500,7.556993,1025600
2006-07-13,8.896250,8.940000,8.738750,8.745000,7.328629,1390400
2006-07-14,8.717500,8.743750,8.562500,8.666250,7.262631,1208800
2006-07-17,8.678750,8.725000,8.600000,8.657500,7.255299,455200
2006-07-18,8.718750,8.831250,8.513750,8.671250,7.266820,1639200
2006-07-19,8.750000,9.025000,8.748750,8.968750,7.516134,1752000
2006-07-20,9.050000,9.062500,8.843750,8.863750,7.428143,922400
2006-07-21,8.787500,8.826250,8.688750,8.723750,7.310819,1027200
2006-07-24,8.808750,9.017500,8.808750,9.000000,7.542323,1067200
2006-07-25,8.982500,9.161250,8.941250,9.113750,7.637652,1371200
2006-07-26,9.055000,9.192500,9.017500,9.131250,7.652318,1105600
2006-07-27,9.198750,9.225000,9.007500,9.043750,7.578990,1432000
2006-07-28,9.088750,9.282500,9.082500,9.250000,7.751831,903200
2006-07-31,9.250000,9.250000,9.190000,9.225000,7.730883,454400
2006-08-01,9.125000,9.193750,9.056250,9.142500,7.661746,418400
2006-08-02,9.233750,9.318750,9.190000,9.212500,7.720407,586400
2006-08-03,9.125000,9.327500,9.125000,9.258750,7.759165,720800
2006-08-04,9.462500,9.468750,9.175000,9.256250,7.757074,1376800
2006-08-07,9.200000,9.243750,9.162500,9.205000,7.714121,392800
2006-08-08,9.275000,9.292500,9.090000,9.130000,7.651270,461600
2006-08-09,9.213750,9.307500,9.050000,9.060000,7.592609,557600
2006-08-10,9.037500,9.156250,9.001250,9.140000,7.659651,1295200
2006-08-11,9.125000,9.125000,9.012500,9.073750,7.604131,975200
2006-08-14,9.186250,9.345000,9.078750,9.105000,7.630320,772800
2006-08-15,9.246250,9.350000,9.222500,9.328750,7.817829,675200
2006-08-16,9.393750,9.501250,9.383750,9.485000,7.948775,896000
2006-08-17,9.482500,9.573750,9.460000,9.523750,7.981247,1523200
2006-08-18,9.555000,9.587500,9.461250,9.562500,8.013719,665600
2006-08-21,9.500000,9.542500,9.487500,9.517500,7.976010,324800
2006-08-22,9.507500,9.582500,9.468750,9.533750,7.989625,556800
2006-08-23,9.546250,9.575000,9.395000,9.447500,7.917348,498400
2006-08-24,9.512500,9.512500,9.422500,9.482500,7.946676,704000
2006-08-25,9.467500,9.542500,9.447500,9.500000,7.961342,317600
2006-08-28,9.490000,9.615000,9.463750,9.581250,8.029435,555200
2006-08-29,9.573750,9.628750,9.483750,9.626250,8.067143,473600
2006-08-30,9.662500,9.662500,9.477500,9.625000,8.066097,235200
2006-08-31,9.593750,9.637500,9.587500,9.617500,8.059813,222400
2006-09-01,9.656250,9.725000,9.627500,9.715000,8.141521,452800
2006-09-05,9.708750,9.765000,9.677500,9.732500,8.156186,492000
2006-09-06,9.678750,9.678750,9.537500,9.562500,8.013719,451200
2006-09-07,9.476250,9.561250,9.430000,9.466250,7.933061,508800
2006-09-08,9.491250,9.551250,9.460000,9.533750,7.989625,451200
2006-09-11,9.476250,9.588750,9.410000,9.531250,7.987530,262400
2006-09-12,9.556250,9.733750,9.556250,9.717500,8.143615,537600
2006-09-13,9.742500,9.827500,9.705000,9.812500,8.223229,318400
2006-09-14,9.780000,9.788750,9.728750,9.765000,8.183424,401600
2006-09-15,9.893750,9.925000,9.811250,9.848750,8.253607,499200
2006-09-18,9.830000,9.898750,9.803750,9.847500,8.252563,272000
2006-09-19,9.820000,9.851250,9.697500,9.783750,8.199141,802400
2006-09-20,9.905000,9.935000,9.850000,9.902500,8.298653,620800
2006-09-21,9.950000,9.950000,9.757500,9.795000,8.208566,412800
2006-09-22,9.793750,9.793750,9.680000,9.741250,8.163520,280000
2006-09-25,9.827500,9.958750,9.705000,9.922500,8.315412,654400
2006-09-26,9.930000,10.060000,9.908750,10.052500,8.424358,611200
2006-09-27,10.081250,10.112500,10.022500,10.077500,8.445310,697600
2006-09-28,10.131250,10.182500,10.031250,10.110000,8.472546,712000
2006-09-29,10.106250,10.121250,10.057500,10.068750,8.437978,377600
